t,p_x,p_y,p_z,v_x,v_y,v_z,q_w,q_x,q_y,q_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.186196163779018,5.186196163781571,6.878991741460855,6.878991741460855,0,0,0,0,0,0
0.02953693599192757,0.00045721603832630386,3.4394602962995435e-16,0.008093125652799496,0.061727959014840704,4.627326445027159e-14,0.5445764903662579,0.9938719314022718,-8.316883759814578e-14,0.11053770384225443,-4.354873061316708e-15,-1.1255594051709126e-11,14.999998387610631,-5.901110993399075e-13,0,0,0,0,0,0,6.8789955394654285,6.8789955394654285,6.8789952591077625,6.8789952591077625,0,0,0,0,0,0
0.05907387198385514,0.007354577956760439,5.477532572956928e-15,0.0329963632554203,0.4682967933313832,3.469947531211425e-13,1.1117411071814873,0.94529889375131,-2.436750277076158e-13,0.3262054589864331,-1.3133948850029747e-14,-1.1073001198420273e-11,14.9999959033387,-5.900908473679117e-13,0,0,0,0,0,0,6.878998181103133,6.878998181103133,6.878994020516266,6.878994020516266,0,0,0,0,0,0
0.08861080797578272,0.031384953016072435,2.3140668847428813e-14,0.07121227100783357,1.2029246296859673,8.787611311504199e-13,1.421887092710915,0.8505274364364904,-3.897441063475795e-13,0.5259306797181276,-2.2143169104053655e-14,-1.0890424453778605e-11,14.999959036042307,-5.900672481204645e-13,0,0,0,0,0,0,6.878998823418144,6.878998823418144,5.926995574437415,5.926995574496277,0,0,0,0,0,0
0.11814774396771029,0.07927555099733088,4.9626153259771635e-14,0.1132475409155212,2.053841217672159,3.632404556381154e-13,1.3797187489567755,0.756374546822443,9.84107592627351e-13,0.6541387810850559,-1.218850527983406e-12,2.513515489846247e-10,6.564181327527856,-1.4192136366273685e-11,0,0,0,0,0,0,6.878998799695869,6.878998799695869,6.105906160439079,6.105906160363233,0,0,0,0,0,0
0.14768467995963785,0.15319719537612095,-3.079925195208142e-15,0.15101129546825784,2.9528963284750946,-4.308861174832265e-12,1.1634722611814698,0.725248454791,1.9343981330277863e-12,0.6884872394053785,-2.0287413207568943e-12,-8.41297741111255e-11,-0.28625501327566255,3.334701462819362e-12,0,0,0,0,0,0,6.878998681444344,6.878998681444344,6.878966034973755,6.8789660349737405,0,0,0,0,0,0
0.17722161595156544,0.25451649198664894,-1.977080397532453e-13,0.18187254088739904,3.9075429442673717,-8.473371637018548e-12,0.9275451032898286,0.7281540422415779,1.0584480313559644e-12,0.6854135180804743,-1.1455881198763955e-12,-8.417291347318381e-11,-0.28654429628937006,3.338004649836265e-12,0,0,0,0,0,0,6.8789985758871115,6.8789985758871115,6.878976396602227,6.878976396602207,0,0,0,0,0,0
0.20675855194349302,0.384026083871934,-4.802139614283244e-13,0.20588450471449524,4.861701358811224,-1.0259058409229395e-11,0.6996953204256883,0.7310490506299624,1.8189706342621508e-13,0.6823249120272772,-2.617942480659817e-13,-8.42445719659767e-11,-0.286740828724857,3.342771950657367e-12,0,0,0,0,0,0,6.878998485645049,6.878998485645049,6.878976436957781,6.8789764369577435,0,0,0,0,0,0
0.2362954879354206,0.5417105248401924,-7.803147036774126e-13,0.223285794709036,5.815302079102079,-9.664364291231586e-12,0.47992441092605376,0.7339329238385156,-6.957721681609527e-13,0.6792219543757517,6.231773967276726e-13,-8.439165873017923e-11,-0.2869362039243824,3.3514392609745046e-12,0,0,0,0,0,0,6.878998404294713,6.878998404294713,6.878971562344685,6.87897156234461,0,0,0,0,0,0
0.2658324239273482,0.7275523205554594,-1.0276541505683764e-12,0.2343150458591488,6.768275895539474,-6.685563971565411e-12,0.26823303793391334,0.7368057894487404,-1.5758080201849449e-12,0.6761044509804118,1.5106028661406142e-12,-8.470781371861006e-11,-0.287174052612681,3.3688878427270013e-12,0,0,0,0,0,0,6.878998323299466,6.878998323299466,6.878959844638496,6.878959844638356,0,0,0,0,0,0
0.29536935991927576,0.9415319276569392,-1.1517038618225211e-12,0.23921091891976276,7.7205532489581055,-1.3142112142960795e-12,0.0646225265125732,0.7396682893893415,-2.460577661030608e-12,0.6729716351180364,2.402875188442495e-12,-8.531306097956876e-11,-0.28751501513713584,3.4013842275211264e-12,0,0,0,0,0,0,6.8789982334515685,6.878998233451569,6.878932631053945,6.878932631054048,0,0,0,0,0,0
0.32490629591120335,1.1836277335831804,-1.0816277268178065e-12,0.23821214520501208,8.672063530699313,6.45914023862857e-12,-0.13090320984446793,0.7425220307355636,-3.3459597263051035e-12,0.6698216433312868,3.295791566632146e-12,-8.483519781984391e-11,-0.28809632328253804,3.3773609622960873e-12,0,0,0,0,0,0,6.878998125663348,6.878998125663349,6.878857229863071,6.878857229870326,0,0,0,0,0,0
0.35444323190313093,1.4538159934604877,-7.476801600721946e-13,0.23155765894259878,9.622732792965444,1.6476037521175314e-11,-0.3183330323579658,0.7453713650674851,-4.060719226057183e-12,0.6666494792169667,4.018022389863882e-12,-5.267757582214962e-11,-0.2893448123206745,1.7007269876946714e-12,0,0,0,0,0,0,6.878997991376378,6.878997991376378,6.878555821314563,6.878555821466102,0,0,0,0,0,0
0.3839801678950585,1.7520705570683388,-1.1588266815049624e-13,0.21948699339074587,10.572471359323755,2.4972484961805735e-11,-0.49763186921876745,0.748232459090957,-1.0813841659386172e-12,0.6634366489448136,1.0786135707941255e-12,6.186174326146737e-10,-0.2932629162932021,-3.331745695896426e-11,0,0,0,0,0,0,6.878997823172639,6.878997823172639,6.8760110462983794,6.8760110460867745,0,0,0,0,0,0
0.4135171038869861,2.0783603613995694,6.113566976282111e-13,0.20224203085050263,11.521029392139452,2.3566431480435925e-11,-0.6686249148250477,0.7512278134389168,4.781935969314948e-13,0.6600430079387031,-4.95337020521034e-13,-3.189440066943923e-10,-0.3197289884379459,1.5580830624670087e-11,0,0,0,0,0,0,6.878997615838898,6.878997615838898,6.860462596783796,6.860462597413064,0,0,0,0,0,0
0.4430540398789137,2.432634466589611,1.2358484366385513e-12,0.18007951023847876,12.467264533514221,1.367382954568854e-11,-0.8301681537562451,0.7551317158099158,1.1854834536836187e-11,0.6555731017807186,-1.1599588359854572e-11,2.46849504318771e-09,-0.4839692870820561,-1.298323420671978e-10,0,0,0,0,0,0,6.87899736459439,6.87899736459439,6.866410047655354,6.8664100462009525,0,0,0,0,0,0
0.47259097587084126,2.814837304815431,1.0530673705760682e-12,0.15333290968453092,13.412012717190128,-2.2496081643606002e-11,-0.9783830107097083,0.7603333107048856,3.633774402222556e-12,0.6495331066491907,-4.072097879439823e-12,-3.974825523405833e-09,-0.5955065259471164,2.0625505617648292e-10,0,0,0,0,0,0,6.8789970572479175,6.8789970572479175,6.863016588532609,6.8630165898523305,0,0,0,0,0,0
0.5021279118627688,3.2249044687968396,5.847682577294446e-13,0.12244649446858222,14.353865756700745,-4.272162310694521e-12,-1.1099035052227213,0.7666880334506946,-7.58981175220651e-12,0.6420198278587139,6.678764686583955e-12,1.872863093009418e-09,-0.737110744569674,-9.871009245774235e-11,0,0,0,0,0,0,6.878996672675848,6.878996672675848,6.852685809768238,6.8526858092950285,0,0,0,0,0,0
0.5316648478546964,3.662728656100198,5.564021212262138e-13,0.08796931040960926,15.291257309405523,-1.5212307011845755e-12,-1.2206707846508038,0.7747212010575825,1.3586706153455032e-12,0.6323029816725038,-1.5909145896907923e-12,-2.2446297720967982e-10,-0.97025342874455,1.0640866098397732e-11,0,0,0,0,0,0,6.878996177926284,6.878996177926284,6.855166596147556,6.8551665961860255,0,0,0,0,0,0
0.5612017838466239,4.128166714181507,4.787626157873084e-13,0.05060029383609771,16.223314049550964,-3.0783663017942656e-12,-1.3047180761881734,0.7846692654974045,-1.9598423624830666e-13,0.6199146262057155,-2.362338164793582e-13,-5.388808509406714e-11,-1.1814092780879224,1.7511924491586948e-12,0,0,0,0,0,0,6.878995521086678,6.878995521086678,6.782589951009701,6.7825899510305865,0,0,0,0,0,0
0.5907387198385514,4.620948691996307,3.924024801600977e-13,0.011216896363314549,17.141942758675768,-2.7289507923942827e-12,-1.354733717337514,0.7991729547813758,-2.9216082665944943e-13,0.6011011465186359,-1.6519293302279336e-13,3.861822071256476e-11,-2.035666823784105,-3.0751236416234893e-12,0,0,0,0,0,0,6.87899460975853,6.87899460975853,6.841325926786915,6.84132592677517,0,0,0,0,0,0
0.620275655830479,5.140713159014685,3.1221628951650673e-13,-0.02888878087437411,18.049072293654863,-2.7529930379603968e-12,-1.3510625544254318,0.8182996177810251,-1.672387173633063e-13,0.5747919062926378,-2.906162152412358e-13,-1.3494848486651167e-11,-2.3694520671859602,-3.610183747889622e-13,0,0,0,0,0,0,6.878993241051868,6.878993241051868,6.877828506656529,6.877828506656379,0,0,0,0,0,0
0.6498125918224065,5.686992771874212,2.3216912675963905e-13,-0.06797476471475784,18.93636380057489,-2.5944828443768994e-12,-1.2851498667745829,0.837949940253565,-3.4751079653308093e-13,0.5457471004311908,-1.7125393723451537e-13,-1.4176126573830697e-11,-2.3797728727714405,-3.263108710450792e-13,0,0,0,0,0,0,6.878991219074019,6.878991219074018,5.511855229046419,5.511855229055086,0,0,0,0,0,0
0.679349527814334,6.257648578706539,1.6158345769722314e-13,-0.10446194426337126,19.685388630720922,-2.1833427545036606e-12,-1.1548370885439632,0.8992783377055172,-3.105032609034536e-13,0.4373768070366975,-1.748730754331072e-13,2.3952226236662303e-11,-14.494075341644779,-2.329138927938591e-12,0,0,0,0,0,0,6.878987849809405,6.878987849809405,6.821986088142051,6.821986088135784,0,0,0,0,0,0
0.7088864638062615,6.8487430398259805,1.0161211489363412e-13,-0.1327193528031423,20.285883969522704,-1.8864339304688286e-12,-0.7151869275419366,0.9725379551438866,-2.295043446099896e-13,0.23274433570883785,-2.0077861317423448e-13,-4.300915682905546e-12,-14.999172557411264,-8.808353695595647e-13,0,0,0,0,0,0,6.8789787273749115,6.878978727374911,6.878928946837668,6.878928946837667,0,0,0,0,0,0
0.738423399798189,7.452366273739233,5.244325591339382e-14,-0.1447975273028791,20.518944597649586,-1.3934294222685326e-12,-0.08554280090184765,0.9999104239182524,-3.342839677570622e-13,0.013384473826839816,-1.430019037965942e-13,-4.577467548695438e-12,-14.999613666773927,-8.80306630620582e-13,0,0,0,0,0,0,6.878943038401374,6.878943038401371,6.878976395746735,6.878976395746735,0,0,0,0,0,0
0.7679603357901166,8.056732979463591,2.1784541352745698e-14,-0.1376607822938208,20.335419465729768,-6.504195966410931e-13,0.5552580156463287,0.9784190470206617,-4.2665342078891555e-13,-0.20663051184948564,-7.816440588957913e-14,-4.8369459767994846e-12,-14.999318084641473,-8.793958068745313e-13,0,0,0,0,0,0,6.878381533038631,6.878381533038463,6.878987143242468,6.878987143242467,0,0,0,0,0,0
0.7974972717820441,8.649867223087037,1.523549452408663e-14,-0.11367178803207936,19.77078829290787,2.1378958358142956e-13,1.027544847636358,0.9091312381366737,-4.967894160470579e-13,-0.4165097740078606,-8.529837554910648e-15,-4.359626409997656e-12,-14.993951723692692,-8.404851729989082e-13,0,0,0,0,0,0,5.507698505944379,5.507698505941967,6.878990938484686,6.878990938484686,0,0,0,0,0,0
0.8270342077739716,9.22333266443426,3.263790441524429e-14,-0.08051305850138807,19.03905178390258,9.414936978693814e-13,1.1863055095151362,0.8465563092159826,-4.796081110300895e-13,-0.532299178401236,5.837569446449476e-14,6.215245016078136e-12,-2.8428186818346877,-2.8293934757306827e-13,0,0,0,0,0,0,6.876072442099774,6.876072442090779,6.878993087538948,6.878993087538948,0,0,0,0,0,0
0.8565711437658992,9.772800776361876,6.855325442355795e-14,-0.04399227384702827,18.161178008012712,1.3586711276857684e-12,1.2743561401586865,0.823577208352506,-1.5810134684767312e-13,-0.5672041800642089,2.96622849745644e-13,4.61123328375552e-11,-2.8169386065772533,1.7956106951044986e-12,0,0,0,0,0,0,6.773611076199517,6.773611076216605,6.878994492794695,6.878994492794695,0,0,0,0,0,0
0.8861080797578267,10.296013755900134,1.036259181638144e-13,-0.005968444874443803,17.26297611882689,9.704978794646507e-13,1.2899255933553122,0.8033995880672355,-4.1730422289387605e-14,-0.5954402588785868,3.640304304903809e-13,-2.960031615982451e-11,-1.8831276374782364,-2.1532552434026115e-12,0,0,0,0,0,0,6.81193175673262,6.8119317567263975,6.878995438338133,6.878995438338133,0,0,0,0,0,0
0.9156450157497542,10.792397812490728,1.3013890570568493e-13,0.03171155000402435,16.346103223891745,8.944268431166529e-13,1.2543006735345767,0.7892336241982386,-2.093918674780691e-13,-0.6140930600771541,2.0957997881647805e-13,-2.078802326158531e-12,-1.2888709361611554,-7.152921405877928e-13,0,0,0,0,0,0,6.844667016848747,6.844667016843959,6.878996117179447,6.878996117179447,0,0,0,0,0,0
0.9451819517416817,11.261517994432088,1.57043180808817e-13,0.06778055978390733,15.417658265702471,8.841417734707742e-13,1.1828033773569666,0.7788132373763907,-1.0563933520774072e-13,-0.6272558818275893,2.89191224050617e-13,1.9129009304603786e-11,-0.9846780044014432,3.9108238447642035e-13,0,0,0,0,0,0,6.853388932265552,6.853388932259703,6.878996626029008,6.878996626029008,0,0,0,0,0,0
0.9747188877336093,11.703110783985405,1.7673468260573314e-13,0.10131675439046546,14.482577099231921,2.9598129076185796e-13,1.0839838346989805,0.7706783345461045,2.566235746064569e-13,-0.6372243754449783,6.009135961805329e-13,4.5062460812015544e-11,-0.7577661608979044,1.7427275856085788e-12,0,0,0,0,0,0,6.861745012536123,6.861745012650603,6.878997020520998,6.878997020520998,0,0,0,0,0,0
1.0042558237255368,12.117011320110125,1.8038993561728257e-13,0.13160817394136246,13.542815686204364,9.310624055106284e-13,0.9639518532167388,0.7642275447826218,-1.9942105517105063e-12,-0.6449467108190249,-1.5055433658403189e-12,-4.6229950317402993e-10,-0.604894724730638,-2.471155908917864e-11,0,0,0,0,0,0,6.866811881836474,6.866811881490406,6.878997334875438,6.878997334875438,0,0,0,0,0,0
1.0337927597174643,12.503103633646791,2.892565370986156e-13,0.15809484961329873,12.599786876064895,5.008175818917489e-12,0.8269520570261516,0.7589549924452167,1.2606844207900457e-12,-0.6511430867654869,1.6059130080604818e-12,1.0711192184659222e-09,-0.4969184392641277,5.525895378268221e-11,0,0,0,0,0,0,6.868155348969259,6.868155349356674,6.878997591138637,6.878997591138637,0,0,0,0,0,0
1.0633296957093918,12.861307051331362,2.913868300498809e-13,0.18032279043959787,11.654515069569014,-5.867669939198361e-12,0.676053757282834,0.7546217298397111,3.5737554792428526e-12,-0.6561600756433973,3.747781353875613e-12,-6.452258075069347e-10,-0.4008444570908208,-3.426622485827394e-11,0,0,0,0,0,0,6.866296369360393,6.866296369290917,6.878997803969558,6.878997803969558,0,0,0,0,0,0
1.0928666317013194,13.191567422045013,5.150128788177805e-14,0.19792198564034677,10.707802219245048,-8.064100345831946e-12,0.5140141588248665,0.7512729228907791,-1.6341026437563373e-12,-0.6599916630877695,-1.3202531683632682e-12,-3.3758970287303916e-10,-0.2882960184658687,-1.82114850648741e-11,0,0,0,0,0,0,6.876563510084159,6.876563509948944,6.878997981863403,6.878997981863403,0,0,0,0,0,0
1.122403567693247,13.493837189923058,-1.0130963844218325e-13,0.21060637267054516,9.759274100854176,-2.1036867260109367e-12,0.34357309991246693,0.7485617128078752,-2.041713317073202e-12,-0.6630651266040971,-1.7091059711058581e-12,2.614754077763299e-10,-0.2667239667314796,1.3034228076180688e-11,0,0,0,0,0,0,6.878524524584803,6.8785245246365765,6.8789981288936675,6.878998128893667,0,0,0,0,0,0
1.1519405036851744,13.76807450629398,-1.1666810505145736e-13,0.21814420724268221,8.80969105946525,3.7270314129679255e-13,0.16559045253736,0.7459646678860997,-4.935166681856391e-13,-0.6659855210700744,-1.8701636717307696e-13,3.2129659998282884e-11,-0.26252732091403375,1.0701959259664686e-12,0,0,0,0,0,0,6.878831613917068,6.878831613922106,6.878998249633309,6.878998249633309,0,0,0,0,0,0
1.181477439677102,14.01425118375288,-9.54394652830996e-14,0.2203158535779233,7.85924795308957,9.655227507210362e-13,-0.019769177193834944,0.7433842505606405,-2.678717178139342e-13,-0.6688646021626996,2.6414616107730392e-14,9.810074115352476e-12,-0.26105074839100273,-9.402183060385853e-14,0,0,0,0,0,0,6.878915523134312,6.878915523134873,6.878998350251012,6.878998350251012,0,0,0,0,0,0
1.2110143756690295,14.232342985881424,-6.30790100032353e-14,0.2169041644784577,6.908022726683776,1.184786986991803e-12,-0.212463242049944,0.7408036859382129,-1.7206247694750647e-13,-0.6717215932991409,1.1035577170891606e-13,7.321620601009282e-12,-0.26031681062018236,-2.2371803208914167e-13,0,0,0,0,0,0,6.87894657631069,6.878946576310766,6.878998437789289,6.878998437789289,0,0,0,0,0,0
1.240551311660957,14.422327737857694,-2.759273222037338e-14,0.20769278262244242,5.956077795640641,1.1838434672557856e-12,-0.4124751166265054,0.7382180862709231,-9.101051872230412e-14,-0.6745621224940491,1.7946235457361193e-13,6.978849940934089e-12,-0.25985726186836317,-2.414854172096237e-13,0,0,0,0,0,0,6.878959123941156,6.878959123941171,6.878998519611593,6.878998519611593,0,0,0,0,0,0
1.2700882476528845,14.584185051624955,4.87279614990254e-15,0.19246569637252967,5.003471924570161,9.812286883627913e-13,-0.6197965478537746,0.7356256397951857,-1.2096850330906695e-14,-0.6773883067162815,2.464008460334823e-13,6.90990711295907e-12,-0.2595081736496207,-2.44973571337926e-13,0,0,0,0,0,0,6.878961406531159,6.878961406531165,6.878998602904357,6.878998602904357,0,0,0,0,0,0
1.299625183644812,14.717896257264222,2.8417879302674447e-14,0.17100708598333844,4.050262758960204,5.800615452521428e-13,-0.8344222010770681,0.7330257825666823,6.63283580191554e-14,-0.6802008542284239,3.128389583218464e-13,6.884760284519927e-12,-0.25917857358136753,-2.461816560275458e-13,0,0,0,0,0,0,6.878946963564162,6.8789469635641645,6.87899869391227,6.87899869391227,0,0,0,0,0,0
1.3291621196367396,14.823444390184626,3.719412885433745e-14,0.14310128325840424,3.0965081707678275,-1.8681779089183e-14,-1.056346588218678,0.7304191462498878,1.4454010738398866e-13,-0.6829991733482574,3.7905696659393745e-13,6.869131493667587e-12,-0.2587201867871043,-2.4689628249695595e-13,0,0,0,0,0,0,6.381238763235018,6.381238763245299,6.878998793587815,6.878998793587815,0,0,0,0,0,0
1.358699055628667,14.901334480590805,2.7358959625623913e-14,0.10864725614140874,2.178417400290883,-5.721065877644467e-13,-1.2678076287691187,0.7497499467973445,-2.368929867216577e-14,-0.6617212534583734,2.0777828401405488e-13,-3.860619807533617e-11,4.151971659928555,-2.622720430626769e-12,0,0,0,0,0,0,5.654772283036964,5.654772283026989,6.878998831518117,6.878998831518117,0,0,0,0,0,0
1.3882359916205946,14.95306498126721,1.114138000082609e-14,0.06937660362707142,1.3351250258025553,-4.4290325457483983e-13,-1.351748053912316,0.8355354525520209,-2.0362837898273397e-13,-0.5494365363976896,1.1073581313848932e-14,5.838691542151909e-12,14.999942020604573,-3.175772142328985e-13,0,0,0,0,0,0,6.878992419875272,6.878992419875272,6.878998381406462,6.878998381406462,0,0,0,0,0,0
